Substation,Longitude,Latitude,Operator
"{""geometry"": {""coordinates"": [[13.522035, 37.290826], [13.52306, 37.290977], [13.52311, 37.29097], [13.523124, 37.290926], [13.523085, 37.290339], [13.523031, 37.290306], [13.523031, 37.290256], [13.523067, 37.290199], [13.523035, 37.289694], [13.522995, 37.289651], [13.522952, 37.289615], [13.523098, 37.289518], [13.52339, 37.289324], [13.522841, 37.288737], [13.521092, 37.289794], [13.521907, 37.290686], [13.522035, 37.290826]], ""type"": ""LineString""}, ""id"": 56856679, ""properties"": {""name"": ""Porto Empedocle CP"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALPEPP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.522035, 37.290826]","[13.52306, 37.290977]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.559964, 37.311305], [13.560813, 37.311601], [13.560872, 37.311484], [13.560927, 37.311503], [13.561019, 37.311328], [13.561166, 37.311374], [13.561196, 37.311317], [13.56049, 37.311068], [13.560282, 37.311164], [13.560082, 37.311256], [13.559964, 37.311305]], ""type"": ""LineString""}, ""id"": 56984423, ""properties"": {""name"": ""Agrigento 2"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALAG2P"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.559964, 37.311305]","[13.560813, 37.311601]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.928561, 42.00162], [14.928059, 42.000797], [14.928496, 42.00065], [14.928997, 42.001473], [14.928561, 42.00162]], ""type"": ""LineString""}, ""id"": 58360396, ""properties"": {""name"": ""Termoli Sinarca"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMTMSR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.928561, 42.00162]","[14.928059, 42.000797]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[10.213089, 45.501384], [10.2131, 45.50142], [10.213251, 45.502087], [10.214001, 45.502005], [10.214039, 45.502182], [10.211515, 45.502436], [10.210986, 45.502489], [10.210875, 45.501958], [10.210862, 45.501892], [10.210817, 45.501703], [10.211986, 45.501586], [10.212887, 45.501398], [10.213089, 45.501384]], ""type"": ""LineString""}, ""id"": 58432191, ""properties"": {""landuse"": ""industrial"", ""name"": ""Ricevitrice Sud"", ""operator"": ""Unareti S.p.A."", ""power"": ""substation"", ""ref:terna"": ""MMILSBSMT1"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.213089, 45.501384]","[10.2131, 45.50142]",Unareti S.p.A.
"{""geometry"": {""coordinates"": [[13.429125, 41.342385], [13.430536, 41.343039], [13.430556, 41.343038], [13.430563, 41.343079], [13.430569, 41.343121], [13.430206, 41.343578], [13.429078, 41.343008], [13.429125, 41.342385]], ""type"": ""LineString""}, ""id"": 58502811, ""properties"": {""barrier"": ""fence"", ""name"": ""Fondi"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMFD2R"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.429125, 41.342385]","[13.430536, 41.343039]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[7.651831, 45.086686], [7.651611, 45.086343], [7.651498, 45.08638], [7.651489, 45.086366], [7.651357, 45.086409], [7.651297, 45.086427], [7.65097, 45.085932], [7.651063, 45.0859], [7.651075, 45.085914], [7.651439, 45.085794], [7.65171, 45.085706], [7.652317, 45.08553], [7.652909, 45.086551], [7.65253, 45.086665], [7.652208, 45.08656], [7.651831, 45.086686]], ""type"": ""LineString""}, ""id"": 58516664, ""properties"": {""name"": ""Martinetto"", ""operator"": ""AEM Torino Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORMAATT2;TTORMAATT3T;TTORMAATT4T"", ""ref:terna:codice"": ""32.003"", ""substation"": ""distribution"", ""voltage"": ""220000""}, ""type"": ""Feature""}","[7.651831, 45.086686]","[7.651611, 45.086343]",AEM Torino Distribuzione
"{""geometry"": {""coordinates"": [[12.327099, 41.811515], [12.326952, 41.811447], [12.326945, 41.811378], [12.326905, 41.811356], [12.326859, 41.811338], [12.326775, 41.811357], [12.3265, 41.811224], [12.326631, 41.810732], [12.32712, 41.810805], [12.327543, 41.811017], [12.327099, 41.811515]], ""type"": ""LineString""}, ""id"": 58742006, ""properties"": {""name"": ""Acea Fiera di Roma"", ""operator"": ""Acea Distribuzione"", ""operator:wikidata"": ""Q3604235"", ""power"": ""substation"", ""ref:terna"": ""RROMAFRR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.327099, 41.811515]","[12.326952, 41.811447]",Acea Distribuzione
"{""geometry"": {""coordinates"": [[15.001043, 41.961692], [15.001653, 41.961162], [15.001231, 41.960843], [15.000799, 41.960852], [15.000357, 41.961238], [15.001043, 41.961692]], ""type"": ""LineString""}, ""id"": 58766149, ""properties"": {""name"": ""Termoli Zona Industriale"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMTEWR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.001043, 41.961692]","[15.001653, 41.961162]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.206437, 46.051787], [13.206747, 46.051444], [13.207253, 46.051626], [13.206847, 46.052039], [13.206516, 46.051903], [13.206448, 46.051842], [13.206437, 46.051787]], ""type"": ""LineString""}, ""id"": 58972753, ""properties"": {""name"": ""Udine Rotonda"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENUDRV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.206437, 46.051787]","[13.206747, 46.051444]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.891001, 41.477332], [12.891195, 41.477617], [12.891337, 41.477879], [12.891372, 41.478168], [12.891328, 41.479336], [12.890177, 41.479406], [12.88956, 41.478475], [12.889993, 41.478319], [12.88976, 41.477969], [12.890638, 41.477631], [12.890522, 41.477459], [12.890722, 41.477384], [12.890752, 41.477421], [12.891001, 41.477332]], ""type"": ""LineString""}, ""id"": 59218774, ""properties"": {""alt_name"": ""Latina Torre La Felice"", ""name"": ""Latina TLF"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMLTNR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.891001, 41.477332]","[12.891195, 41.477617]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.871497, 41.4433], [12.872094, 41.443612], [12.872315, 41.443946], [12.871496, 41.444254], [12.870821, 41.443555], [12.871497, 41.4433]], ""type"": ""LineString""}, ""id"": 59218782, ""properties"": {""frequency"": ""50"", ""location"": ""outdoor"", ""name"": ""Latina Lido"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMLTLR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.871497, 41.4433]","[12.872094, 41.443612]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.122767, 41.369604], [13.123572, 41.370168], [13.122968, 41.370653], [13.122163, 41.370089], [13.122767, 41.369604]], ""type"": ""LineString""}, ""id"": 59218797, ""properties"": {""name"": ""Pontinia"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMPONR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.122767, 41.369604]","[13.123572, 41.370168]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.970469, 41.511187], [12.9696, 41.511172], [12.969564, 41.510232], [12.969793, 41.510289], [12.970445, 41.510295], [12.970469, 41.511187]], ""type"": ""LineString""}, ""id"": 59218815, ""properties"": {""name"": ""Latina Scalo"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMLTSR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.970469, 41.511187]","[12.9696, 41.511172]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.056704, 37.544931], [15.056674, 37.545061], [15.056605, 37.545149], [15.056509, 37.545127], [15.056205, 37.545515], [15.056222, 37.545535], [15.056793, 37.545942], [15.056834, 37.545972], [15.057441, 37.546289], [15.058001, 37.545585], [15.056704, 37.544931]], ""type"": ""LineString""}, ""id"": 59339402, ""properties"": {""barrier"": ""wall"", ""name"": ""San Giovanni Galermo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALSGGP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.056704, 37.544931]","[15.056674, 37.545061]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.049478, 41.495357], [13.050058, 41.495058], [13.049395, 41.494366], [13.049351, 41.49439], [13.048911, 41.494628], [13.048886, 41.494678], [13.048906, 41.494745], [13.049478, 41.495357]], ""type"": ""LineString""}, ""id"": 59425785, ""properties"": {""name"": ""Sezze"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMSEZR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.049478, 41.495357]","[13.050058, 41.495058]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[8.041967, 45.557412], [8.043518, 45.5574], [8.043526, 45.557044], [8.041968, 45.557051], [8.041967, 45.557412]], ""type"": ""LineString""}, ""id"": 59527981, ""properties"": {""name"": ""Biella Ovest"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""TTORBSAT"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[8.041967, 45.557412]","[8.043518, 45.5574]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.26436, 46.013669], [13.263008, 46.013337], [13.262755, 46.0139], [13.262149, 46.015247], [13.263497, 46.01554], [13.263656, 46.01508], [13.263668, 46.015053], [13.26436, 46.013669]], ""type"": ""LineString""}, ""id"": 59604858, ""properties"": {""name"": ""Udine Sud"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENUDSV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.26436, 46.013669]","[13.263008, 46.013337]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.976007, 41.442536], [12.975608, 41.442193], [12.976261, 41.441775], [12.976649, 41.442116], [12.976007, 41.442536]], ""type"": ""LineString""}, ""id"": 59752841, ""properties"": {""name"": ""San Michele"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMSMIR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.976007, 41.442536]","[12.975608, 41.442193]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.990501, 41.407862], [12.990677, 41.407998], [12.991289, 41.40847], [12.991078, 41.408608], [12.990135, 41.408805], [12.989669, 41.408424], [12.990501, 41.407862]], ""type"": ""LineString""}, ""id"": 59752849, ""properties"": {""frequency"": ""50"", ""location"": ""outdoor"", ""name"": ""Pontinia ZI"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMPOWR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.990501, 41.407862]","[12.990677, 41.407998]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.008192, 41.925979], [15.008243, 41.926167], [15.009147, 41.926084], [15.009001, 41.925102], [15.007448, 41.925244], [15.007461, 41.925752], [15.007757, 41.925734], [15.007789, 41.926014], [15.008192, 41.925979]], ""type"": ""LineString""}, ""id"": 60203491, ""properties"": {""name"": ""Portocannone"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMPRCR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.008192, 41.925979]","[15.008243, 41.926167]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.587874, 46.495462], [13.588091, 46.495333], [13.588074, 46.495274], [13.588347, 46.495145], [13.588854, 46.495666], [13.588658, 46.496144], [13.588379, 46.49617], [13.58834, 46.496068], [13.588255, 46.495892], [13.587829, 46.495493], [13.587874, 46.495462]], ""type"": ""LineString""}, ""id"": 60262327, ""properties"": {""name"": ""Tarvisio"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENTARV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.587874, 46.495462]","[13.588091, 46.495333]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.300366, 46.082749], [13.300726, 46.082167], [13.301072, 46.081535], [13.301017, 46.081515], [13.301393, 46.080807], [13.301689, 46.080114], [13.303318, 46.080536], [13.303297, 46.080602], [13.303557, 46.080667], [13.30369, 46.080703], [13.303726, 46.080646], [13.304533, 46.080856], [13.303887, 46.082096], [13.303819, 46.08208], [13.30305, 46.083527], [13.303023, 46.083577], [13.300366, 46.082749]], ""type"": ""LineString""}, ""id"": 60334030, ""properties"": {""barrier"": ""wall"", ""name"": ""Udine Nord Est"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""VVENUDNVT1_2;VVENUDNVT2_2"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.300366, 46.082749]","[13.300726, 46.082167]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.361789, 45.987325], [13.363223, 45.987895], [13.362134, 45.989224], [13.361316, 45.988888], [13.361272, 45.988801], [13.361107, 45.988681], [13.360985, 45.988621], [13.361256, 45.988346], [13.361544, 45.988101], [13.36177, 45.987876], [13.361746, 45.987785], [13.361577, 45.987705], [13.361462, 45.987661], [13.361751, 45.987314], [13.361789, 45.987325]], ""type"": ""LineString""}, ""id"": 60334541, ""properties"": {""name"": ""Manzano"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENMNZV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.361789, 45.987325]","[13.363223, 45.987895]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.241532, 41.302962], [13.242287, 41.30267], [13.24193, 41.302153], [13.241705, 41.302242], [13.24166, 41.302185], [13.241521, 41.302239], [13.241284, 41.30223], [13.241043, 41.302323], [13.241532, 41.302962]], ""type"": ""LineString""}, ""id"": 60405794, ""properties"": {""name"": ""Terracina"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMTRRR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.241532, 41.302962]","[13.242287, 41.30267]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.11059, 41.257175], [13.111435, 41.256904], [13.111153, 41.256406], [13.110307, 41.256676], [13.11059, 41.257175]], ""type"": ""LineString""}, ""id"": 60405875, ""properties"": {""name"": ""Colonia Elena"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMCLER"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.11059, 41.257175]","[13.111435, 41.256904]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.854674, 41.58004], [12.855311, 41.579573], [12.854636, 41.579047], [12.854233, 41.579346], [12.854005, 41.579516], [12.854674, 41.58004]], ""type"": ""LineString""}, ""id"": 60406867, ""properties"": {""name"": ""Cisterna ZI"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMCSWR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.854674, 41.58004]","[12.855311, 41.579573]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.398583, 46.089662], [13.398894, 46.088602], [13.399693, 46.088707], [13.399722, 46.088747], [13.39985, 46.088765], [13.399928, 46.088746], [13.400176, 46.088759], [13.399833, 46.089853], [13.398583, 46.089662]], ""type"": ""LineString""}, ""id"": 60416895, ""properties"": {""name"": ""Cividale"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENCIVV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.398583, 46.089662]","[13.398894, 46.088602]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.153183, 45.929857], [13.153114, 45.92973], [13.152923, 45.929776], [13.153025, 45.92944], [13.153178, 45.929085], [13.15359, 45.928409], [13.154452, 45.929156], [13.154479, 45.929239], [13.154467, 45.929321], [13.154439, 45.929399], [13.154415, 45.929448], [13.154341, 45.929514], [13.153183, 45.929857]], ""type"": ""LineString""}, ""id"": 60431635, ""properties"": {""name"": ""Stradalta"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENSTRV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.153183, 45.929857]","[13.153114, 45.92973]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.306955, 45.898275], [13.307432, 45.897572], [13.308009, 45.897771], [13.307876, 45.897953], [13.307905, 45.897964], [13.308238, 45.898088], [13.308298, 45.898111], [13.308567, 45.898211], [13.30811, 45.898737], [13.307672, 45.898562], [13.30763, 45.898545], [13.307583, 45.898526], [13.306955, 45.898275]], ""type"": ""LineString""}, ""id"": 60431643, ""properties"": {""barrier"": ""fence"", ""fence_type"": ""metal"", ""frequency"": ""50"", ""location"": ""outdoor"", ""name"": ""Palmanova"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""VVENPALV"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.306955, 45.898275]","[13.307432, 45.897572]",Enel Distribuzione
